no_pkk_inaportnet,no_pkk,vessel_name,gt,loa,company_name,name_process_code,name_branch,departure_date,nomor_pkk,nomor_spb
PKK.DN.IDBDJ.2503.002353,666D25000018,DERAJAT,2979.0,95.9,"SALAM PACIFIC INDONESIA LINES, PT",Realization,BANJARMASIN,2025-03-21T08:00:00.000Z,PKK.DN.IDBDJ.2503.002353,SPB.IDBDJ.0325.0002549
PKK.DN.IDBDJ.2503.002350,BUUN25000091,BUTUN,4408.0,105.16,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-22T15:00:00.000Z,PKK.DN.IDBDJ.2503.002350,SPB.IDBDJ.0325.0002518
PKK.DN.IDBDJ.2503.002348,S05425000069,DERYA MAS,5250.0,110.0,"TEMAS SHIPPING, PT",Realization,BANJARMASIN,2025-03-22T12:00:00.000Z,PKK.DN.IDBDJ.2503.002348,SPB.IDBDJ.0325.0002743
PKK.DN.IDKOE.2503.000121,TCV429000001,PIS JATIBARANG,2028.0,85.0,"PERTAMINA TRANS KONTINENTAL, PT",Realization,TENAU KUPANG,2025-03-21T02:35:00.000Z,PKK.DN.IDKOE.2503.000121,SPB.IDKOE.0325.0000142
PKK.DN.IDBDJ.2503.002347,S29125000019,SOEKAWATI 2702,2133.0,82.3,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2025-03-20T02:34:00.000Z,PKK.DN.IDBDJ.2503.002347,SPB.IDBDJ.0325.0002722
PKK.DN.IDBDJ.2503.002344,PIOZ25000007,YOHANNA 2,2122.0,82.3,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2025-03-20T02:07:00.000Z,PKK.DN.IDBDJ.2503.002344,SPB.IDBDJ.0325.0002711
PKK.DN.IDBDJ.2503.002335,YOHN25000028,YOHANNA 3,2136.0,82.3,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2025-03-20T01:41:00.000Z,PKK.DN.IDBDJ.2503.002335,SPB.IDBDJ.0325.0002594
PKK.DN.IDBDJ.2503.002332,7TS425000009,FAJAR BAHARI IX,10122.0,109.0,"FAJAR BAHARI NUSANTARA, PT",Realization,BANJARMASIN,2025-03-20T19:00:00.000Z,PKK.DN.IDBDJ.2503.002332,SPB.IDBDJ.0325.0002527
PKK.DN.IDSRG.2503.000202,GK0009000010,GAS KALIMANTAN,3385.0,99.98,"PERTAMINA TRANS KONTINENTAL, PT",Realization,TANJUNG EMAS,2025-03-21T16:00:00.000Z,PKK.DN.IDSRG.2503.000202,SPB.IDSRG.0325.0000252
PKK.DN.IDBDJ.2503.002330,W6X925000110,BAKIK,4408.0,105.16,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-22T15:00:00.000Z,PKK.DN.IDBDJ.2503.002330,SPB.IDBDJ.0325.0002513
PKK.DN.IDBDJ.2503.002329,SZ0025000075,SULTAN ZULKARNAEN,3678.0,98.34,"PERTAMINA TRANS KONTINENTAL, PT",Realization,BANJARMASIN,2025-03-21T22:00:00.000Z,PKK.DN.IDBDJ.2503.002329,SPB.IDBDJ.0325.0002396
PKK.DN.IDBDJ.2503.002319,IPAU25000084,MBP 1302,5840.0,111.25,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002319,SPB.IDBDJ.0325.0002877
PKK.DN.IDBDJ.2503.002321,HQE425000048,MBP 1209,5912.0,111.25,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002321,SPB.IDBDJ.0325.0002522
PKK.DN.IDBDJ.2503.002314,TH2225000048,TANTO HANDAL,3814.0,98.35,"TANTO INTIM LINE - PELNUS, PT",Realization,BANJARMASIN,2025-03-21T01:00:00.000Z,PKK.DN.IDBDJ.2503.002314,SPB.IDBDJ.0325.0002531
PKK.DN.IDBDJ.2503.002305,DRI025000275,DHARMA RUCITRA I,11479.0,134.6,"DHARMA LAUTAN UTAMA, PT",Realization,BANJARMASIN,2025-03-19T15:00:00.000Z,PKK.DN.IDBDJ.2503.002305,SPB.IDBDJ.0325.0002362
PKK.DN.IDSUB.2503.000739,X8ZK13000003,BUANA GEMILANG I,3134.0,98.18,"TIRTA PERMAI BAHARI, PT",Realization,TANJUNG PERAK,2025-03-24T01:00:00.000Z,PKK.DN.IDSUB.2503.000739,SPB.IDSUB.0325.0000872
PKK.DN.IDBDJ.2503.002298,ML0825000026,MANNA LINE 808,3233.0,91.5,"INDO DHARMA TRANSPORT, PT",Realization,BANJARMASIN,2025-03-20T13:27:00.000Z,PKK.DN.IDBDJ.2503.002298,SPB.IDBDJ.0325.0002544
PKK.DN.IDBDJ.2503.002282,BNJO25000109,BELINJO,4408.0,105.16,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002282,SPB.IDBDJ.0325.0002412
PKK.LN.IDSRG.2503.000199,U6W809000005,MV. WAN HAI 352,30519.0,203.5,WAN HAILINES SINGAPORE PTE LTD,Realization,TANJUNG EMAS,2025-03-21T11:00:00.000Z,PKK.LN.IDSRG.2503.000199,SPB.IDSRG.0325.0000239
PKK.DN.IDBDJ.2503.002275,B4RM25000060,CAKRAWALA IX 2022,4338.0,100.58,SARANA MARITIM SEJAHTERA PT,Realization,BANJARMASIN,2025-03-18T22:00:00.000Z,PKK.DN.IDBDJ.2503.002275,SPB.IDBDJ.0325.0002769
PKK.LN.IDBDJ.2503.002274,CJVT25000004,BG AUSONE,4319.0,101.0,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,BANJARMASIN,2025-03-22T15:00:00.000Z,PKK.LN.IDBDJ.2503.002274,SPB.IDBDJ.0325.0002526
PKK.DN.IDBDJ.2503.002267,SOE725000025,SOEKAWATI 707,3065.0,91.5,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2025-03-19T09:08:00.000Z,PKK.DN.IDBDJ.2503.002267,SPB.IDBDJ.0325.0002548
PKK.DN.IDBDJ.2503.002263,1QNF25000012,MBS 272,2144.0,82.3,"MITRA BAHARI SENTOSA, PT",Realization,BANJARMASIN,2025-03-31T10:00:00.000Z,PKK.DN.IDBDJ.2503.002263,SPB.IDBDJ.0325.0002644
PKK.DN.IDBDJ.2503.002259,MDJ625000031,MERATUS SAMARINDA,7542.0,123.0,"MERATUS LINE, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002259,SPB.IDBDJ.0325.0002640
PKK.DN.IDBDJ.2503.002258,AA1425000022,MERATUS LEMBATA,8588.0,123.6,"MERATUS LINE, PT",Realization,BANJARMASIN,2025-03-20T04:00:00.000Z,PKK.DN.IDBDJ.2503.002258,SPB.IDBDJ.0325.0002477
PKK.DN.IDBDJ.2503.002255,R23225000009,RAJAWALI 2302,1441.0,70.1,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002255,SPB.IDBDJ.0325.0002661
PKK.DN.IDSUB.2503.000717,JX3313000002,JHONI XLV,2405.0,91.44,PT.TRANS MARITIM AGENSI,Realization,TANJUNG PERAK,2025-03-30T01:00:00.000Z,PKK.DN.IDSUB.2503.000717,SPB.IDSUB.0325.0000865
PKK.DN.IDBDJ.2503.002253,R76J25000107,ISA 311,3112.0,91.5,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002253,SPB.IDBDJ.0325.0002375
PKK.DN.IDBDJ.2503.002249,HWYI25000009,PRIMA 16,3145.0,91.44,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002249,SPB.IDBDJ.0325.0002450
PKK.DN.IDBDJ.2503.002243,BLRU25000106,BELURU,4408.0,105.16,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002243,SPB.IDBDJ.0325.0002373
PKK.LN.IDSRG.2503.000196,F0YI09000001,MV. TRUONG SON 26,2348.0,79.98,KALANDARA INDAH LAUTINDO PT,Realization,TANJUNG EMAS,2025-03-23T08:00:00.000Z,PKK.LN.IDSRG.2503.000196,SPB.IDSRG.0325.0000256
PKK.DN.IDSUB.2501.000936,AG1513000013,AS GLORY 15,2880.0,81.6,"ANUGERAH TIRTA SAMUDRA, PT",Request PPKB,TANJUNG PERAK,2025-01-31T14:00:00.000Z,PKK.DN.IDSUB.2501.000936,SPB.IDSUB.0225.0000245
PKK.DN.IDBDJ.2503.002229,BW0Y25000090,MBP 1513,6609.0,120.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002229,SPB.IDBDJ.0325.0002862
PKK.DN.IDSMQ.2503.000262,MLRI83000005,MALIAN LESTARI,833.0,54.88,"PRIMA KARYA MARITIM INDONESIA, PT",Realization,SAMPIT,2025-03-24T16:00:00.000Z,PKK.DN.IDSMQ.2503.000262,SPB.IDSMQ.0325.0000360
PKK.DN.IDGRE.2503.000491,GN0013000042,GAS NATUNA,3352.0,89.87,"GARUDA UNGGUL NASIONAL, PT",Realization,TANJUNG PERAK,2025-03-20T05:00:00.000Z,PKK.DN.IDGRE.2503.000491,SPB.IDGRE.0325.0000648
PKK.DN.IDSUB.2503.000703,RR5513000032,RED RESOURCE,4489.0,100.7,"MERATUS LINE, PT",Realization,TANJUNG PERAK,2025-03-22T00:00:00.000Z,PKK.DN.IDSUB.2503.000703,SPB.IDSUB.0325.0000867
PKK.DN.IDSUB.2503.000702,TSI613000042,TANTO SAKTI II,6361.0,118.2,"TANTO INTIM LINE, PT",Realization,TANJUNG PERAK,2025-03-23T23:00:00.000Z,PKK.DN.IDSUB.2503.000702,SPB.IDSUB.0325.0000869
PKK.DN.IDBDJ.2503.002222,CM5525000003,CURUG MAS,4990.0,107.8,"TEMAS SHIPPING, PT",Realization,BANJARMASIN,2025-03-19T13:00:00.000Z,PKK.DN.IDBDJ.2503.002222,SPB.IDBDJ.0325.0002393
PKK.DN.IDBDJ.2503.002202,P8C225000054,PEC 8512,3906.0,98.26,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.002202,SPB.IDBDJ.0325.0002224
PKK.DN.IDBDJ.2503.002201,ID1025000039,INTAN DAYA 11,2996.0,89.8,"PERUSAHAAN PELAYARAN NUSANTARA PANURJWAN, PT",Realization,BANJARMASIN,2025-03-19T23:00:00.000Z,PKK.DN.IDBDJ.2503.002201,SPB.IDBDJ.0325.0002502
PKK.DN.IDBDJ.2503.002195,6X1L25000053,MBP 1210,5912.0,111.25,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002195,SPB.IDBDJ.0325.0002370
PKK.DN.IDBDJ.2503.002198,9OL425000022,YOHANNA 329,3073.0,91.5,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2025-03-19T01:15:00.000Z,PKK.DN.IDBDJ.2503.002198,SPB.IDBDJ.0325.0002401
PKK.DN.IDBDJ.2503.002192,BTNG25000102,BATANG,4408.0,105.16,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002192,SPB.IDBDJ.0325.0002540
PKK.DN.IDKBU.2503.000471,232P57000041,PRILLY,2630.0,91.0,PT. TARUNA CIPTA KENCANA,Realization,KOTABARU,2025-03-20T02:00:00.000Z,PKK.DN.IDKBU.2503.000471,SPB.IDKBU.0325.0000507
PKK.DN.IDBDJ.2503.002190,R6SZ25000094,ISA 3303,4356.0,100.58,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002190,SPB.IDBDJ.0325.0002291
PKK.DN.IDBDJ.2503.002185,W57325000078,WINBUILD 1573,5241.0,111.25,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002185,SPB.IDBDJ.0325.0002382
PKK.DN.IDKBU.2503.000067,NA1757000004,SATRIA 3001,3031.0,91.44,PT. TIDAR SAMUDERA RAYA,Request PPKB,KOTABARU,2025-03-12T15:00:00.000Z,PKK.DN.IDKBU.2503.000067,SPB.IDKBU.0325.0000564
PKK.DN.IDSTU.2503.000296,YKJ157000003,TLS 99,3379.0,91.44,"NABILA RIZKI SAMUDERA, PT",Request PPKB,KOTABARU,2025-03-15T15:55:00.000Z,PKK.DN.IDSTU.2503.000296,SPB.IDSTU.0325.0000445
PKK.DN.IDBDJ.2503.002176,HXUH25000284,DHARMA KARTIKA II,20876.0,153.0,"DHARMA LAUTAN UTAMA, PT",Realization,BANJARMASIN,2025-03-18T13:00:00.000Z,PKK.DN.IDBDJ.2503.002176,SPB.IDBDJ.0325.0002210
PKK.DN.IDKOE.2503.000114,SN7029000007,SABUK NUSANTARA 73,2077.0,68.5,"PELAYARAN DHARMA INDAH, PT",Realization,TENAU KUPANG,2025-03-20T15:00:00.000Z,PKK.DN.IDKOE.2503.000114,SPB.IDKOE.0325.0000141
PKK.DN.IDGRE.2503.000483,PI9913000027,SALMON MUSTAFA,19511.0,160.0,PT UMBU PERDANA MARITIM,Realization,TANJUNG PERAK,2025-03-26T01:00:00.000Z,PKK.DN.IDGRE.2503.000483,SPB.IDGRE.0325.0000655
PKK.DN.IDBDJ.2503.002174,BGKU25000118,BENGKU,4408.0,105.16,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002174,SPB.IDBDJ.0325.0002427
PKK.DN.IDBDJ.2503.002169,JWQ025000079,BUNGUR,4408.0,105.16,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002169,SPB.IDBDJ.0325.0002365
PKK.DN.IDBDJ.2503.002163,XID625000017,HASNUR 335,4249.0,96.56,PT Jaga Agensi Kapal Indonesia,Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.002163,SPB.IDBDJ.0325.0002252
PKK.DN.IDBDJ.2503.002148,Q6QP25000093,PULAU TIGA 3802,7662.0,115.82,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002148,SPB.IDBDJ.0325.0002367
PKK.DN.IDBDJ.2503.002145,6TZG25000050,ANGELINE 21903,3036.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2025-03-19T09:27:00.000Z,PKK.DN.IDBDJ.2503.002145,SPB.IDBDJ.0325.0002275
PKK.DN.IDBDJ.2503.002141,H30525000001,HASNUR 302,3063.0,87.78,PT Jaga Agensi Kapal Indonesia,Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.002141,SPB.IDBDJ.0325.0002357
PKK.DN.IDSRG.2503.000184,O77A09000001,MAC SINGAPORE,6823.0,123.18,MODA INDONESIA AGENCY. PT,Realization,TANJUNG EMAS,2025-03-21T17:00:00.000Z,PKK.DN.IDSRG.2503.000184,SPB.IDSRG.0325.0000233
PKK.DN.IDBDJ.2503.002137,MK8M25000073,NANIA,3373.0,87.76,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-03-19T15:00:00.000Z,PKK.DN.IDBDJ.2503.002137,SPB.IDBDJ.0325.0002706
PKK.DN.IDBDJ.2503.002131,TX7L25000010,MBP 4008,1882.0,73.15,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002131,SPB.IDBDJ.0325.0002380
PKK.DN.IDBDJ.2503.002134,88Q525000061,MBP 1206,5912.0,111.25,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002134,SPB.IDBDJ.0325.0002379
PKK.LN.IDCXP.2503.000051,RAMM26000001,MV AMMAR,26014.0,185.7,"DALIAN PUTRA MARITIM, PT",Realization,TANJUNG INTAN,2025-04-02T08:00:00.000Z,PKK.LN.IDCXP.2503.000051,SPB.IDCXP.0325.0000077
PKK.DN.IDBDJ.2503.002056,PM2325000002,PRIMA 23,3145.0,91.44,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002056,SPB.IDBDJ.0325.0002448
PKK.DN.IDBDJ.2503.002107,N4DM25000029,SEA HORSE 02,2102.0,82.3,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2025-03-21T15:00:00.000Z,PKK.DN.IDBDJ.2503.002107,SPB.IDBDJ.0325.0002446
PKK.LN.IDSRG.2503.000181,KWOT09000023,SITC SHENGMING,29274.0,185.99,"PELAYARAN FITRIA ANTARNUSA SAMUDERA, PT",Realization,TANJUNG EMAS,2025-03-21T08:00:00.000Z,PKK.LN.IDSRG.2503.000181,SPB.IDSRG.0325.0000232
PKK.DN.IDBDJ.2503.002101,FM6P25000105,MBP 1522,7874.0,120.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002101,SPB.IDBDJ.0325.0002237
PKK.DN.IDBDJ.2503.002097,I7QP25000076,PULAU TIGA 345,4575.0,105.16,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002097,SPB.IDBDJ.0325.0002488
PKK.DN.IDBDJ.2503.002093,5CUJ25000105,MBP 1502,7295.0,114.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-20T00:00:00.000Z,PKK.DN.IDBDJ.2503.002093,SPB.IDBDJ.0325.0002815
PKK.DN.IDBDJ.2503.002084,QNJZ25000009,MBS 278,2222.0,82.3,"MITRA BAHARI SENTOSA, PT",Realization,BANJARMASIN,2025-03-31T10:00:00.000Z,PKK.DN.IDBDJ.2503.002084,SPB.IDBDJ.0325.0002278
PKK.DN.IDSUB.2503.000638,YV3S13000021,DEWI BULAN 89,4441.0,116.33,"ANUGERAH PASIFIC JAYA, PT",Realization,TANJUNG PERAK,2025-03-28T00:00:00.000Z,PKK.DN.IDSUB.2503.000638,SPB.IDSUB.0325.0000882
PKK.DN.IDBDJ.2503.002068,IHLW25000056,BAHARI SETYA XX,4255.0,100.58,"RIMAU BAHTERA SHIPPING, PT",Realization,BANJARMASIN,2025-03-30T23:28:00.000Z,PKK.DN.IDBDJ.2503.002068,SPB.IDBDJ.0325.0002784
PKK.DN.IDBDJ.2503.002061,VBL625000018,ESTELLA,4358.0,100.58,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2025-03-17T05:00:00.000Z,PKK.DN.IDBDJ.2503.002061,SPB.IDBDJ.0325.0002858
PKK.DN.IDBDJ.2503.002059,I20025000105,IHSAN 2,1223.0,71.51,"BARITO GAS UTAMA, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002059,SPB.IDBDJ.0325.0002432
PKK.DN.IDBOA.2503.001555,JMI127000001,JUNEYAO MARU I,2384.0,88.28,"PERTAMINA TRANS KONTINENTAL, PT",Realization,BENOA,2025-03-19T05:00:00.000Z,PKK.DN.IDBOA.2503.001555,SPB.IDBOA.0325.0001845
PKK.DN.IDKBU.2503.000289,S18557000001,SEROJA III,2280.0,87.26,PT. MARITEL,Request PPKB,KOTABARU,2025-03-15T12:00:00.000Z,PKK.DN.IDKBU.2503.000289,SPB.IDKBU.0325.0000591
PKK.DN.IDBDJ.2503.002046,848425000047,ABUNAWAS XII,3116.0,87.78,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,BANJARMASIN,2025-03-18T00:00:00.000Z,PKK.DN.IDBDJ.2503.002046,SPB.IDBDJ.0325.0002606
PKK.DN.IDBDJ.2503.002039,9R9V25000050,MOANA III,3145.0,91.44,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2025-03-24T09:27:00.000Z,PKK.DN.IDBDJ.2503.002039,SPB.IDBDJ.0325.0002471
PKK.DN.IDBDJ.2503.002033,EMSY25000043,IVA 2022,4338.0,100.58,SARANA MARITIM SEJAHTERA PT,Realization,BANJARMASIN,2025-03-16T22:00:00.000Z,PKK.DN.IDBDJ.2503.002033,SPB.IDBDJ.0325.0002485
PKK.DN.IDBDJ.2503.002030,Z7N525000058,CAKRAWALA VII 2022,4338.0,100.58,SARANA MARITIM SEJAHTERA PT,Realization,BANJARMASIN,2025-03-16T22:00:00.000Z,PKK.DN.IDBDJ.2503.002030,SPB.IDBDJ.0325.0002262
PKK.DN.IDBDJ.2503.002019,9UNV25000061,MBP 1208,5912.0,111.25,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-19T15:00:00.000Z,PKK.DN.IDBDJ.2503.002019,SPB.IDBDJ.0325.0002142
PKK.DN.IDBDJ.2503.002016,H93P25000091,LINA,3345.0,91.5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.002016,SPB.IDBDJ.0325.0002351
PKK.DN.IDBDJ.2503.002013,GV0025000051,GONAYA VIII,3338.0,94.6,"MASADA JAYA LINES, PT",Realization,BANJARMASIN,2025-03-22T15:00:00.000Z,PKK.DN.IDBDJ.2503.002013,SPB.IDBDJ.0325.0002466
PKK.DN.IDBDJ.2503.002010,S3TN25000061,SANTAN 3015,3508.0,91.44,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.002010,SPB.IDBDJ.0325.0002581
PKK.DN.IDBDJ.2503.002005,EX6S25000087,INGGRID,3399.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-03-17T15:00:00.000Z,PKK.DN.IDBDJ.2503.002005,SPB.IDBDJ.0325.0002201
PKK.DN.IDBDJ.2503.001998,A0M825000011,GEMILANG 2366,1804.0,70.1,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2025-03-20T15:00:00.000Z,PKK.DN.IDBDJ.2503.001998,SPB.IDBDJ.0325.0002062
PKK.DN.IDBDJ.2503.001991,8DJV25000028,YOHANNA 327,3073.0,91.5,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2025-03-17T03:49:00.000Z,PKK.DN.IDBDJ.2503.001991,SPB.IDBDJ.0325.0002399
PKK.DN.IDBDJ.2503.001985,YCTO25000097,MBP 1501,7295.0,114.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-19T15:00:00.000Z,PKK.DN.IDBDJ.2503.001985,SPB.IDBDJ.0325.0002520
PKK.DN.IDBDJ.2503.001977,PJOL25000013,INTAN KELANA 15,3092.0,91.46,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2025-03-23T00:16:00.000Z,PKK.DN.IDBDJ.2503.001977,SPB.IDBDJ.0325.0002000
PKK.DN.IDKBU.2503.000411,191K57000001,KYODO,2347.0,97.01,PT. PRIMA DHARMA TRANSPORT,Realization,KOTABARU,2025-03-21T14:00:00.000Z,PKK.DN.IDKBU.2503.000411,SPB.IDKBU.0325.0000584
PKK.DN.IDBDJ.2503.001968,9AJ325000101,MBP 1519,7874.0,120.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.001968,SPB.IDBDJ.0325.0002656
PKK.DN.IDBDJ.2503.001957,VGMF25000064,MJL 3012,3117.0,91.44,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.001957,SPB.IDBDJ.0325.0002110
PKK.DN.IDBDJ.2503.001953,K74825000043,BORNEO 3305,4437.0,100.58,"BORNEO SAMUDRA PERKASA, PT",Realization,BANJARMASIN,2025-03-15T20:00:00.000Z,PKK.DN.IDBDJ.2503.001953,SPB.IDBDJ.0325.0002144
PKK.DN.IDKOE.2503.000096,PRT029000001,PTR,3106.0,91.4,PT. KAMA WASTU NARENDRA,Realization,TENAU KUPANG,2025-03-17T09:00:00.000Z,PKK.DN.IDKOE.2503.000096,SPB.IDKOE.0325.0000144
PKK.DN.IDBDJ.2503.001942,4Z5D25000013,PACIFIC 23010,1808.0,70.1,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,BANJARMASIN,2025-03-17T15:00:00.000Z,PKK.DN.IDBDJ.2503.001942,SPB.IDBDJ.0325.0002264
PKK.DN.IDBDJ.2503.001934,KDIL25000007,MBP 5006,2369.0,76.2,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.001934,SPB.IDBDJ.0325.0002174
PKK.DN.IDBDJ.2503.001930,WYKX25000003,MBP 5018,2241.0,76.2,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.001930,SPB.IDBDJ.0325.0002020
PKK.DN.IDBDJ.2503.001929,MJL725000098,MJL 331,4332.0,100.58,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.001929,SPB.IDBDJ.0325.0001953
PKK.DN.IDBDJ.2503.001926,7PWW25000005,MBP 5016,2239.0,76.2,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.001926,SPB.IDBDJ.0325.0002099
PKK.DN.IDBDJ.2503.001920,IKFJ25000110,MJL 306,3447.0,91.44,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-18T15:00:00.000Z,PKK.DN.IDBDJ.2503.001920,SPB.IDBDJ.0325.0002030
PKK.LN.IDKBU.2503.000404,3MG157000001,MV CRIMSON ACE,43008.0,228.99,PT. RIANDY FIESTA SAMUDERA,Realization,KOTABARU,2025-03-21T08:46:00.000Z,PKK.LN.IDKBU.2503.000404,SPB.IDKBU.0325.0000619
PKK.DN.IDSMQ.2503.000239,I05Z83000003,AULIYA KURNIA IV,2013.0,76.2,"PELAYARAN ANDHARA ADHYA JAYA, PT",Realization,SAMPIT,2025-03-22T09:00:00.000Z,PKK.DN.IDSMQ.2503.000239,SPB.IDSMQ.0325.0000329
PKK.DN.IDBDJ.2503.001909,I0EW25000039,CAKRAWALA XII 2023,4338.0,100.58,SARANA MARITIM SEJAHTERA PT,Realization,BANJARMASIN,2025-03-15T22:00:00.000Z,PKK.DN.IDBDJ.2503.001909,SPB.IDBDJ.0325.0002260
PKK.DN.IDBDJ.2503.001907,L6HU25000060,RHN 2022,4338.0,100.58,SARANA MARITIM SEJAHTERA PT,Realization,BANJARMASIN,2025-03-15T22:00:00.000Z,PKK.DN.IDBDJ.2503.001907,SPB.IDBDJ.0325.0002423
